symbol,name,date,form,description,pdfURL,htmlURL,wordURL,excelURL
MMM,3M Company,2014-02-13,10-K,Annual Report,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001104659-14-009773&cik=66740&type=CONVPDF&popup=1&override=1&symbol=MMM,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001104659-14-009773&cik=66740&type=HTML&popup=1&override=1&symbol=MMM,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001104659-14-009773&cik=66740&type=RTF&popup=1&override=1&symbol=MMM,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001104659-14-009773&cik=66740&type=XLS&popup=1&override=1&symbol=MMM
MMM,3M Company,2013-02-14,10-K,Annual Report,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001104659-13-010881&cik=66740&type=CONVPDF&popup=1&override=1&symbol=MMM,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001104659-13-010881&cik=66740&type=HTML&popup=1&override=1&symbol=MMM,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001104659-13-010881&cik=66740&type=RTF&popup=1&override=1&symbol=MMM,
MMM,3M Company,2012-02-16,10-K,Annual Report,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001104659-12-010566&cik=66740&type=CONVPDF&popup=1&override=1&symbol=MMM,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001104659-12-010566&cik=66740&type=HTML&popup=1&override=1&symbol=MMM,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001104659-12-010566&cik=66740&type=RTF&popup=1&override=1&symbol=MMM,
AOS,Smith A.O. Corp,2024-02-13,10-K,Annual Report,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0000091142-24-000041&cik=91142&type=CONVPDF&popup=1&override=1&symbol=AOS,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0000091142-24-000041&cik=91142&type=HTML&popup=1&override=1&symbol=AOS,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0000091142-24-000041&cik=91142&type=RTF&popup=1&override=1&symbol=AOS,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0000091142-24-000041&cik=91142&type=XLS&popup=1&override=1&symbol=AOS
AOS,Smith A.O. Corp,2023-02-14,10-K,Annual Report,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0000091142-23-000025&cik=91142&type=CONVPDF&popup=1&override=1&symbol=AOS,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0000091142-23-000025&cik=91142&type=HTML&popup=1&override=1&symbol=AOS,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0000091142-23-000025&cik=91142&type=RTF&popup=1&override=1&symbol=AOS,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0000091142-23-000025&cik=91142&type=XLS&popup=1&override=1&symbol=AOS
AOS,Smith A.O. Corp,2022-02-11,10-K,Annual Report,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0000091142-22-000028&cik=91142&type=CONVPDF&popup=1&override=1&symbol=AOS,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0000091142-22-000028&cik=91142&type=HTML&popup=1&override=1&symbol=AOS,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0000091142-22-000028&cik=91142&type=RTF&popup=1&override=1&symbol=AOS,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0000091142-22-000028&cik=91142&type=XLS&popup=1&override=1&symbol=AOS
AOS,Smith A.O. Corp,2021-02-12,10-K,Annual Report,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0000091142-21-000025&cik=91142&type=CONVPDF&popup=1&override=1&symbol=AOS,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0000091142-21-000025&cik=91142&type=HTML&popup=1&override=1&symbol=AOS,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0000091142-21-000025&cik=91142&type=RTF&popup=1&override=1&symbol=AOS,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0000091142-21-000025&cik=91142&type=XLS&popup=1&override=1&symbol=AOS
AOS,Smith A.O. Corp,2020-02-24,10-K,Annual Report,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001193125-20-046736&cik=91142&type=CONVPDF&popup=1&override=1&symbol=AOS,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001193125-20-046736&cik=91142&type=HTML&popup=1&override=1&symbol=AOS,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001193125-20-046736&cik=91142&type=RTF&popup=1&override=1&symbol=AOS,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001193125-20-046736&cik=91142&type=XLS&popup=1&override=1&symbol=AOS
AOS,Smith A.O. Corp,2019-02-15,10-K,Annual Report,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001193125-19-042339&cik=91142&type=CONVPDF&popup=1&override=1&symbol=AOS,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001193125-19-042339&cik=91142&type=HTML&popup=1&override=1&symbol=AOS,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001193125-19-042339&cik=91142&type=RTF&popup=1&override=1&symbol=AOS,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001193125-19-042339&cik=91142&type=XLS&popup=1&override=1&symbol=AOS
AOS,Smith A.O. Corp,2018-02-16,10-K,Annual Report,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001193125-18-048314&cik=91142&type=CONVPDF&popup=1&override=1&symbol=AOS,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001193125-18-048314&cik=91142&type=HTML&popup=1&override=1&symbol=AOS,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001193125-18-048314&cik=91142&type=RTF&popup=1&override=1&symbol=AOS,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001193125-18-048314&cik=91142&type=XLS&popup=1&override=1&symbol=AOS
AOS,Smith A.O. Corp,2017-02-17,10-K,Annual Report,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001193125-17-047795&cik=91142&type=CONVPDF&popup=1&override=1&symbol=AOS,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001193125-17-047795&cik=91142&type=HTML&popup=1&override=1&symbol=AOS,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001193125-17-047795&cik=91142&type=RTF&popup=1&override=1&symbol=AOS,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001193125-17-047795&cik=91142&type=XLS&popup=1&override=1&symbol=AOS
AOS,Smith A.O. Corp,2016-02-17,10-K,Annual Report,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001193125-16-467088&cik=91142&type=CONVPDF&popup=1&override=1&symbol=AOS,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001193125-16-467088&cik=91142&type=HTML&popup=1&override=1&symbol=AOS,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001193125-16-467088&cik=91142&type=RTF&popup=1&override=1&symbol=AOS,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001193125-16-467088&cik=91142&type=XLS&popup=1&override=1&symbol=AOS
AOS,Smith A.O. Corp,2015-02-18,10-K,Annual Report,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001193125-15-050825&cik=91142&type=CONVPDF&popup=1&override=1&symbol=AOS,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001193125-15-050825&cik=91142&type=HTML&popup=1&override=1&symbol=AOS,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001193125-15-050825&cik=91142&type=RTF&popup=1&override=1&symbol=AOS,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001193125-15-050825&cik=91142&type=XLS&popup=1&override=1&symbol=AOS
AOS,Smith A.O. Corp,2014-02-20,10-K,Annual Report,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001193125-14-060153&cik=91142&type=CONVPDF&popup=1&override=1&symbol=AOS,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001193125-14-060153&cik=91142&type=HTML&popup=1&override=1&symbol=AOS,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001193125-14-060153&cik=91142&type=RTF&popup=1&override=1&symbol=AOS,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001193125-14-060153&cik=91142&type=XLS&popup=1&override=1&symbol=AOS
AOS,Smith A.O. Corp,2013-02-27,10-K,Annual Report,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001193125-13-080129&cik=91142&type=CONVPDF&popup=1&override=1&symbol=AOS,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001193125-13-080129&cik=91142&type=HTML&popup=1&override=1&symbol=AOS,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001193125-13-080129&cik=91142&type=RTF&popup=1&override=1&symbol=AOS,
ABT,Abbott Laboratories,2024-02-16,10-K,Annual Report,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001628280-24-005348&cik=1800&type=CONVPDF&popup=1&override=1&symbol=ABT,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001628280-24-005348&cik=1800&type=HTML&popup=1&override=1&symbol=ABT,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001628280-24-005348&cik=1800&type=RTF&popup=1&override=1&symbol=ABT,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001628280-24-005348&cik=1800&type=XLS&popup=1&override=1&symbol=ABT
ABT,Abbott Laboratories,2023-02-17,10-K,Annual Report,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001628280-23-004026&cik=1800&type=CONVPDF&popup=1&override=1&symbol=ABT,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001628280-23-004026&cik=1800&type=HTML&popup=1&override=1&symbol=ABT,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001628280-23-004026&cik=1800&type=RTF&popup=1&override=1&symbol=ABT,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001628280-23-004026&cik=1800&type=XLS&popup=1&override=1&symbol=ABT
ABT,Abbott Laboratories,2022-02-18,10-K,Annual Report,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001104659-22-025141&cik=1800&type=CONVPDF&popup=1&override=1&symbol=ABT,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001104659-22-025141&cik=1800&type=HTML&popup=1&override=1&symbol=ABT,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001104659-22-025141&cik=1800&type=RTF&popup=1&override=1&symbol=ABT,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001104659-22-025141&cik=1800&type=XLS&popup=1&override=1&symbol=ABT
ABT,Abbott Laboratories,2021-02-19,10-K,Annual Report,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001104659-21-025751&cik=1800&type=CONVPDF&popup=1&override=1&symbol=ABT,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001104659-21-025751&cik=1800&type=HTML&popup=1&override=1&symbol=ABT,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001104659-21-025751&cik=1800&type=RTF&popup=1&override=1&symbol=ABT,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001104659-21-025751&cik=1800&type=XLS&popup=1&override=1&symbol=ABT
ABT,Abbott Laboratories,2020-02-21,10-K,Annual Report,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001104659-20-023904&cik=1800&type=CONVPDF&popup=1&override=1&symbol=ABT,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001104659-20-023904&cik=1800&type=HTML&popup=1&override=1&symbol=ABT,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001104659-20-023904&cik=1800&type=RTF&popup=1&override=1&symbol=ABT,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001104659-20-023904&cik=1800&type=XLS&popup=1&override=1&symbol=ABT
ABT,Abbott Laboratories,2019-02-22,10-K,Annual Report,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001047469-19-000624&cik=1800&type=CONVPDF&popup=1&override=1&symbol=ABT,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001047469-19-000624&cik=1800&type=HTML&popup=1&override=1&symbol=ABT,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001047469-19-000624&cik=1800&type=RTF&popup=1&override=1&symbol=ABT,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001047469-19-000624&cik=1800&type=XLS&popup=1&override=1&symbol=ABT
ABT,Abbott Laboratories,2018-02-16,10-K,Annual Report,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001047469-18-000856&cik=1800&type=CONVPDF&popup=1&override=1&symbol=ABT,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001047469-18-000856&cik=1800&type=HTML&popup=1&override=1&symbol=ABT,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001047469-18-000856&cik=1800&type=RTF&popup=1&override=1&symbol=ABT,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001047469-18-000856&cik=1800&type=XLS&popup=1&override=1&symbol=ABT
ABT,Abbott Laboratories,2017-02-17,10-K,Annual Report,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001047469-17-000744&cik=1800&type=CONVPDF&popup=1&override=1&symbol=ABT,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001047469-17-000744&cik=1800&type=HTML&popup=1&override=1&symbol=ABT,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001047469-17-000744&cik=1800&type=RTF&popup=1&override=1&symbol=ABT,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001047469-17-000744&cik=1800&type=XLS&popup=1&override=1&symbol=ABT
ABT,Abbott Laboratories,2016-02-19,10-K,Annual Report,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001047469-16-010246&cik=1800&type=CONVPDF&popup=1&override=1&symbol=ABT,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001047469-16-010246&cik=1800&type=HTML&popup=1&override=1&symbol=ABT,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001047469-16-010246&cik=1800&type=RTF&popup=1&override=1&symbol=ABT,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001047469-16-010246&cik=1800&type=XLS&popup=1&override=1&symbol=ABT
ABT,Abbott Laboratories,2015-02-27,10-K,Annual Report,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001047469-15-001377&cik=1800&type=CONVPDF&popup=1&override=1&symbol=ABT,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001047469-15-001377&cik=1800&type=HTML&popup=1&override=1&symbol=ABT,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001047469-15-001377&cik=1800&type=RTF&popup=1&override=1&symbol=ABT,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001047469-15-001377&cik=1800&type=XLS&popup=1&override=1&symbol=ABT
ABT,Abbott Laboratories,2014-02-21,10-K,Annual Report,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001047469-14-001176&cik=1800&type=CONVPDF&popup=1&override=1&symbol=ABT,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001047469-14-001176&cik=1800&type=HTML&popup=1&override=1&symbol=ABT,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001047469-14-001176&cik=1800&type=RTF&popup=1&override=1&symbol=ABT,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001047469-14-001176&cik=1800&type=XLS&popup=1&override=1&symbol=ABT
ABT,Abbott Laboratories,2013-02-15,10-K,Annual Report,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001047469-13-001180&cik=1800&type=CONVPDF&popup=1&override=1&symbol=ABT,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001047469-13-001180&cik=1800&type=HTML&popup=1&override=1&symbol=ABT,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001047469-13-001180&cik=1800&type=RTF&popup=1&override=1&symbol=ABT,
ABBV,Abbvie Inc,2024-02-20,10-K,Annual Report,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001551152-24-000011&cik=1551152&type=CONVPDF&popup=1&override=1&symbol=ABBV,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001551152-24-000011&cik=1551152&type=HTML&popup=1&override=1&symbol=ABBV,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001551152-24-000011&cik=1551152&type=RTF&popup=1&override=1&symbol=ABBV,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001551152-24-000011&cik=1551152&type=XLS&popup=1&override=1&symbol=ABBV
ABBV,Abbvie Inc,2023-02-17,10-K,Annual Report,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001551152-23-000011&cik=1551152&type=CONVPDF&popup=1&override=1&symbol=ABBV,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001551152-23-000011&cik=1551152&type=HTML&popup=1&override=1&symbol=ABBV,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001551152-23-000011&cik=1551152&type=RTF&popup=1&override=1&symbol=ABBV,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001551152-23-000011&cik=1551152&type=XLS&popup=1&override=1&symbol=ABBV
ABBV,Abbvie Inc,2022-02-18,10-K,Annual Report,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001551152-22-000007&cik=1551152&type=CONVPDF&popup=1&override=1&symbol=ABBV,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001551152-22-000007&cik=1551152&type=HTML&popup=1&override=1&symbol=ABBV,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001551152-22-000007&cik=1551152&type=RTF&popup=1&override=1&symbol=ABBV,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001551152-22-000007&cik=1551152&type=XLS&popup=1&override=1&symbol=ABBV
ABBV,Abbvie Inc,2021-02-19,10-K,Annual Report,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001551152-21-000008&cik=1551152&type=CONVPDF&popup=1&override=1&symbol=ABBV,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001551152-21-000008&cik=1551152&type=HTML&popup=1&override=1&symbol=ABBV,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001551152-21-000008&cik=1551152&type=RTF&popup=1&override=1&symbol=ABBV,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001551152-21-000008&cik=1551152&type=XLS&popup=1&override=1&symbol=ABBV
ABBV,Abbvie Inc,2020-02-21,10-K,Annual Report,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001551152-20-000007&cik=1551152&type=CONVPDF&popup=1&override=1&symbol=ABBV,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001551152-20-000007&cik=1551152&type=HTML&popup=1&override=1&symbol=ABBV,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001551152-20-000007&cik=1551152&type=RTF&popup=1&override=1&symbol=ABBV,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001551152-20-000007&cik=1551152&type=XLS&popup=1&override=1&symbol=ABBV
ABBV,Abbvie Inc,2019-02-27,10-K,Annual Report,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001551152-19-000008&cik=1551152&type=CONVPDF&popup=1&override=1&symbol=ABBV,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001551152-19-000008&cik=1551152&type=HTML&popup=1&override=1&symbol=ABBV,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001551152-19-000008&cik=1551152&type=RTF&popup=1&override=1&symbol=ABBV,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001551152-19-000008&cik=1551152&type=XLS&popup=1&override=1&symbol=ABBV
ABBV,Abbvie Inc,2018-02-16,10-K,Annual Report,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001551152-18-000014&cik=1551152&type=CONVPDF&popup=1&override=1&symbol=ABBV,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001551152-18-000014&cik=1551152&type=HTML&popup=1&override=1&symbol=ABBV,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001551152-18-000014&cik=1551152&type=RTF&popup=1&override=1&symbol=ABBV,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001551152-18-000014&cik=1551152&type=XLS&popup=1&override=1&symbol=ABBV
ABBV,Abbvie Inc,2017-02-17,10-K,Annual Report,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001551152-17-000004&cik=1551152&type=CONVPDF&popup=1&override=1&symbol=ABBV,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001551152-17-000004&cik=1551152&type=HTML&popup=1&override=1&symbol=ABBV,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001551152-17-000004&cik=1551152&type=RTF&popup=1&override=1&symbol=ABBV,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001551152-17-000004&cik=1551152&type=XLS&popup=1&override=1&symbol=ABBV
ABBV,Abbvie Inc,2016-02-19,10-K,Annual Report,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001047469-16-010239&cik=1551152&type=CONVPDF&popup=1&override=1&symbol=ABBV,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001047469-16-010239&cik=1551152&type=HTML&popup=1&override=1&symbol=ABBV,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001047469-16-010239&cik=1551152&type=RTF&popup=1&override=1&symbol=ABBV,https://barchart.websol.barchart.com/?module=secFilings&accession_num=0001047469-16-010239&cik=1551152&type=XLS&popup=1&override=1&symbol=ABBV
